representation,model,protocol,fit,column,coefficient
primary_total_co2,M0star,primary_loco,NPL,spatial_block=Europe,-0.05926247151100728
primary_total_co2,M0star,primary_loco,NPL,spatial_block=North America,-0.0895128098190117
primary_total_co2,M0star,primary_loco,NPL,spatial_block=Oceania,-0.05389258570747946
primary_total_co2,M0star,primary_loco,NPL,spatial_block=South America,-0.05981722281633726
primary_total_co2,M0star,primary_loco,NPL,income_group=Low-income countries,0.00018026883077816732
primary_total_co2,M0star,primary_loco,NPL,income_group=Lower-middle-income countries,-0.008698299016339311
primary_total_co2,M0star,primary_loco,NPL,income_group=Upper-middle-income countries,-0.015614006054612828
primary_total_co2,M0star,primary_loco,OMN,intercept,0.21868373011697845
primary_total_co2,M0star,primary_loco,OMN,cum_co2_total,0.010343754634147877
primary_total_co2,M0star,primary_loco,OMN,abs_latitude,0.0014125316461092374
primary_total_co2,M0star,primary_loco,OMN,elevation,-4.351890761330779e-06
primary_total_co2,M0star,primary_loco,OMN,continentality,4.8739618831818974e-05
primary_total_co2,M0star,primary_loco,OMN,population,-0.00843573021622656
primary_total_co2,M0star,primary_loco,OMN,station_density,-0.0011334405491261004
primary_total_co2,M0star,primary_loco,OMN,climate_zone=B,-0.004198856790088392
primary_total_co2,M0star,primary_loco,OMN,climate_zone=C,-0.02267253501627753
primary_total_co2,M0star,primary_loco,OMN,climate_zone=D,-0.005694056315386535
primary_total_co2,M0star,primary_loco,OMN,climate_zone=E,-0.09548972417140979
primary_total_co2,M0star,primary_loco,OMN,hemisphere=S,-0.027445887475309683
primary_total_co2,M0star,primary_loco,OMN,spatial_block=Asia,-0.06273654178998421
primary_total_co2,M0star,primary_loco,OMN,spatial_block=Europe,-0.06644120508075844
primary_total_co2,M0star,primary_loco,OMN,spatial_block=North America,-0.09147346407508306
primary_total_co2,M0star,primary_loco,OMN,spatial_block=Oceania,-0.0548664864412917
primary_total_co2,M0star,primary_loco,OMN,spatial_block=South America,-0.058940973611472706
primary_total_co2,M0star,primary_loco,OMN,income_group=Low-income countries,0.003947655869293748
primary_total_co2,M0star,primary_loco,OMN,income_group=Lower-middle-income countries,-0.0028027541231154126
primary_total_co2,M0star,primary_loco,OMN,income_group=Upper-middle-income countries,-0.009379627029909271
primary_total_co2,M0star,primary_loco,PAK,intercept,0.2363103514493855
primary_total_co2,M0star,primary_loco,PAK,cum_co2_total,0.013684562270737657
primary_total_co2,M0star,primary_loco,PAK,abs_latitude,0.001008712833705638
primary_total_co2,M0star,primary_loco,PAK,elevation,-3.185892542208078e-06
primary_total_co2,M0star,primary_loco,PAK,continentality,3.499837353899123e-05
primary_total_co2,M0star,primary_loco,PAK,population,-0.01041110567635137
primary_total_co2,M0star,primary_loco,PAK,station_density,-0.0012500821883363697
primary_total_co2,M0star,primary_loco,PAK,climate_zone=B,-0.0021571933080048004
primary_total_co2,M0star,primary_loco,PAK,climate_zone=C,-0.02104538011369116
primary_total_co2,M0star,primary_loco,PAK,climate_zone=D,-0.00010062659497539859
primary_total_co2,M0star,primary_loco,PAK,climate_zone=E,-0.08556798301812663
primary_total_co2,M0star,primary_loco,PAK,hemisphere=S,-0.025020982823091585
primary_total_co2,M0star,primary_loco,PAK,spatial_block=Asia,-0.06087190504922787
primary_total_co2,M0star,primary_loco,PAK,spatial_block=Europe,-0.0629982738993755
primary_total_co2,M0star,primary_loco,PAK,spatial_block=North America,-0.09233008356155328
primary_total_co2,M0star,primary_loco,PAK,spatial_block=Oceania,-0.059955642102120586
primary_total_co2,M0star,primary_loco,PAK,spatial_block=South America,-0.06079326148130033
primary_total_co2,M0star,primary_loco,PAK,income_group=Low-income countries,0.0049627913023269025
primary_total_co2,M0star,primary_loco,PAK,income_group=Lower-middle-income countries,-0.006790168982681881
primary_total_co2,M0star,primary_loco,PAK,income_group=Upper-middle-income countries,-0.015413872768070266
primary_total_co2,M0star,primary_loco,PHL,intercept,0.2545317981310673
primary_total_co2,M0star,primary_loco,PHL,cum_co2_total,0.016226148004979495
primary_total_co2,M0star,primary_loco,PHL,abs_latitude,0.0011880184675137262
primary_total_co2,M0star,primary_loco,PHL,elevation,4.0097572967899305e-07
primary_total_co2,M0star,primary_loco,PHL,continentality,4.309238505496711e-05
primary_total_co2,M0star,primary_loco,PHL,population,-0.014557819241559659
primary_total_co2,M0star,primary_loco,PHL,station_density,-0.002536101547867246
primary_total_co2,M0star,primary_loco,PHL,climate_zone=B,0.005711803697325371
primary_total_co2,M0star,primary_loco,PHL,climate_zone=C,-0.021403024914779675
primary_total_co2,M0star,primary_loco,PHL,climate_zone=D,-0.008350904559978311
primary_total_co2,M0star,primary_loco,PHL,climate_zone=E,-0.09884112403726429
primary_total_co2,M0star,primary_loco,PHL,hemisphere=S,-0.031589357525355945
primary_total_co2,M0star,primary_loco,PHL,spatial_block=Asia,-0.05693306920164632
primary_total_co2,M0star,primary_loco,PHL,spatial_block=Europe,-0.06343355010995487
primary_total_co2,M0star,primary_loco,PHL,spatial_block=North America,-0.08925509158823804
primary_total_co2,M0star,primary_loco,PHL,spatial_block=Oceania,-0.054351613569487485
primary_total_co2,M0star,primary_loco,PHL,spatial_block=South America,-0.05807033979447055
primary_total_co2,M0star,primary_loco,PHL,income_group=Low-income countries,0.00499055781052908
primary_total_co2,M0star,primary_loco,PHL,income_group=Lower-middle-income countries,-0.007247007441511158
primary_total_co2,M0star,primary_loco,PHL,income_group=Upper-middle-income countries,-0.015939709034943784
primary_total_co2,M0star,primary_loco,QAT,intercept,0.22907146466487585
primary_total_co2,M0star,primary_loco,QAT,cum_co2_total,0.013770089824295213
primary_total_co2,M0star,primary_loco,QAT,abs_latitude,0.0012337740185602956
primary_total_co2,M0star,primary_loco,QAT,elevation,-3.2491097128068065e-06
primary_total_co2,M0star,primary_loco,QAT,continentality,4.4935052064945335e-05
primary_total_co2,M0star,primary_loco,QAT,population,-0.011401902945513274
primary_total_co2,M0star,primary_loco,QAT,station_density,-0.0013005905502845303
primary_total_co2,M0star,primary_loco,QAT,climate_zone=B,-0.000521919272178614
primary_total_co2,M0star,primary_loco,QAT,climate_zone=C,-0.02100503488994657
primary_total_co2,M0star,primary_loco,QAT,climate_zone=D,-0.0035565423045089088
primary_total_co2,M0star,primary_loco,QAT,climate_zone=E,-0.09054928655176046
primary_total_co2,M0star,primary_loco,QAT,hemisphere=S,-0.026513235484819004
primary_total_co2,M0star,primary_loco,QAT,spatial_block=Asia,-0.05801208628521275
primary_total_co2,M0star,primary_loco,QAT,spatial_block=Europe,-0.060943227084212986
primary_total_co2,M0star,primary_loco,QAT,spatial_block=North America,-0.0878123322650998
primary_total_co2,M0star,primary_loco,QAT,spatial_block=Oceania,-0.053309164996903795
primary_total_co2,M0star,primary_loco,QAT,spatial_block=South America,-0.057285156927108456
primary_total_co2,M0star,primary_loco,QAT,income_group=Low-income countries,0.013166848876547822
primary_total_co2,M0star,primary_loco,QAT,income_group=Lower-middle-income countries,0.00020844353442850137
primary_total_co2,M0star,primary_loco,QAT,income_group=Upper-middle-income countries,-0.009229388494323105
primary_total_co2,M0star,primary_loco,SAU,intercept,0.24055487341070114
primary_total_co2,M0star,primary_loco,SAU,cum_co2_total,0.01771311344215973
primary_total_co2,M0star,primary_loco,SAU,abs_latitude,0.0013028333058333805
primary_total_co2,M0star,primary_loco,SAU,elevation,-5.1592867146816605e-06
primary_total_co2,M0star,primary_loco,SAU,continentality,4.144503178095323e-05
primary_total_co2,M0star,primary_loco,SAU,population,-0.014819711819780172
primary_total_co2,M0star,primary_loco,SAU,station_density,-0.0011943291688942847
primary_total_co2,M0star,primary_loco,SAU,climate_zone=B,0.006697153753815536
primary_total_co2,M0star,primary_loco,SAU,climate_zone=C,-0.01892585757531801
primary_total_co2,M0star,primary_loco,SAU,climate_zone=D,-0.002340784868120542
primary_total_co2,M0star,primary_loco,SAU,climate_zone=E,-0.0898372593904956
primary_total_co2,M0star,primary_loco,SAU,hemisphere=S,-0.02834461097316052
primary_total_co2,M0star,primary_loco,SAU,spatial_block=Asia,-0.05863307959893355
primary_total_co2,M0star,primary_loco,SAU,spatial_block=Europe,-0.06655947155738286
primary_total_co2,M0star,primary_loco,SAU,spatial_block=North America,-0.08984422228550389
primary_total_co2,M0star,primary_loco,SAU,spatial_block=Oceania,-0.05710215784908801
primary_total_co2,M0star,primary_loco,SAU,spatial_block=South America,-0.056971918521117125
primary_total_co2,M0star,primary_loco,SAU,income_group=Low-income countries,0.023489546554971943
primary_total_co2,M0star,primary_loco,SAU,income_group=Lower-middle-income countries,0.006339156892533941
primary_total_co2,M0star,primary_loco,SAU,income_group=Upper-middle-income countries,-0.009210126958296441
primary_total_co2,M0star,primary_loco,KOR,intercept,0.24655974632221578
primary_total_co2,M0star,primary_loco,KOR,cum_co2_total,0.014893966349779785
primary_total_co2,M0star,primary_loco,KOR,abs_latitude,0.0010602743456924791
primary_total_co2,M0star,primary_loco,KOR,elevation,-1.1122084877697176e-06
primary_total_co2,M0star,primary_loco,KOR,continentality,3.825254577656451e-05
primary_total_co2,M0star,primary_loco,KOR,population,-0.012238414305885624
primary_total_co2,M0star,primary_loco,KOR,station_density,-0.0018259094719641795
primary_total_co2,M0star,primary_loco,KOR,climate_zone=B,0.00554573271826814
primary_total_co2,M0star,primary_loco,KOR,climate_zone=C,-0.022191387156173414
primary_total_co2,M0star,primary_loco,KOR,climate_zone=D,-0.0028276879633950315
primary_total_co2,M0star,primary_loco,KOR,climate_zone=E,-0.09019549104355537
primary_total_co2,M0star,primary_loco,KOR,hemisphere=S,-0.02577329030392049
primary_total_co2,M0star,primary_loco,KOR,spatial_block=Asia,-0.051324941835724114
primary_total_co2,M0star,primary_loco,KOR,spatial_block=Europe,-0.06509366409121795
primary_total_co2,M0star,primary_loco,KOR,spatial_block=North America,-0.09109061600861884
primary_total_co2,M0star,primary_loco,KOR,spatial_block=Oceania,-0.0589835354670086
primary_total_co2,M0star,primary_loco,KOR,spatial_block=South America,-0.06244116156183684
primary_total_co2,M0star,primary_loco,KOR,income_group=Low-income countries,0.001250221833504338
primary_total_co2,M0star,primary_loco,KOR,income_group=Lower-middle-income countries,-0.011991590329629483
primary_total_co2,M0star,primary_loco,KOR,income_group=Upper-middle-income countries,-0.016929621871432685
primary_total_co2,M0star,primary_loco,LKA,intercept,0.23689403713902307
primary_total_co2,M0star,primary_loco,LKA,cum_co2_total,0.016466264013321852
primary_total_co2,M0star,primary_loco,LKA,abs_latitude,0.0010952906067636865
primary_total_co2,M0star,primary_loco,LKA,elevation,-4.799454783872489e-07
primary_total_co2,M0star,primary_loco,LKA,continentality,4.088369955617299e-05
primary_total_co2,M0star,primary_loco,LKA,population,-0.011978685793544167
primary_total_co2,M0star,primary_loco,LKA,station_density,-0.001690910866112109
primary_total_co2,M0star,primary_loco,LKA,climate_zone=B,0.003728079648821979
primary_total_co2,M0star,primary_loco,LKA,climate_zone=C,-0.025646313543533493
primary_total_co2,M0star,primary_loco,LKA,climate_zone=D,-0.00935433795736395
primary_total_co2,M0star,primary_loco,LKA,climate_zone=E,-0.09297824386071897
primary_total_co2,M0star,primary_loco,LKA,hemisphere=S,-0.0263722554720478
primary_total_co2,M0star,primary_loco,LKA,spatial_block=Asia,-0.051291722777549106
primary_total_co2,M0star,primary_loco,LKA,spatial_block=Europe,-0.060014687360567656
primary_total_co2,M0star,primary_loco,LKA,spatial_block=North America,-0.09000706703970386
primary_total_co2,M0star,primary_loco,LKA,spatial_block=Oceania,-0.05572576961945423
primary_total_co2,M0star,primary_loco,LKA,spatial_block=South America,-0.061722318894067554
primary_total_co2,M0star,primary_loco,LKA,income_group=Low-income countries,0.0047261007828468
primary_total_co2,M0star,primary_loco,LKA,income_group=Lower-middle-income countries,-0.007450829790648613
primary_total_co2,M0star,primary_loco,LKA,income_group=Upper-middle-income countries,-0.014428851024520644
primary_total_co2,M0star,primary_loco,SYR,intercept,0.2728617336720472
primary_total_co2,M0star,primary_loco,SYR,cum_co2_total,0.021717169914429527
primary_total_co2,M0star,primary_loco,SYR,abs_latitude,0.0010625738115062084
primary_total_co2,M0star,primary_loco,SYR,elevation,-3.889204771790078e-06
primary_total_co2,M0star,primary_loco,SYR,continentality,3.749455203729227e-05
primary_total_co2,M0star,primary_loco,SYR,population,-0.01985722568259307
primary_total_co2,M0star,primary_loco,SYR,station_density,-0.001494351302269473
primary_total_co2,M0star,primary_loco,SYR,climate_zone=B,0.010853094327593807
primary_total_co2,M0star,primary_loco,SYR,climate_zone=C,-0.020068305478473818
primary_total_co2,M0star,primary_loco,SYR,climate_zone=D,-0.006198905413908051
primary_total_co2,M0star,primary_loco,SYR,climate_zone=E,-0.09281655444224897
primary_total_co2,M0star,primary_loco,SYR,hemisphere=S,-0.02571575170823996
primary_total_co2,M0star,primary_loco,SYR,spatial_block=Asia,-0.0501149842454536
primary_total_co2,M0star,primary_loco,SYR,spatial_block=Europe,-0.060887006099201044
primary_total_co2,M0star,primary_loco,SYR,spatial_block=North America,-0.08834145718625667
primary_total_co2,M0star,primary_loco,SYR,spatial_block=Oceania,-0.06045900134547865
primary_total_co2,M0star,primary_loco,SYR,spatial_block=South America,-0.057865457706712406
primary_total_co2,M0star,primary_loco,SYR,income_group=Low-income countries,0.02116021827050261
primary_total_co2,M0star,primary_loco,SYR,income_group=Lower-middle-income countries,0.001948218657794583
primary_total_co2,M0star,primary_loco,SYR,income_group=Upper-middle-income countries,-0.015376150953350662
primary_total_co2,M0star,primary_loco,TWN,intercept,0.25158624536866037
primary_total_co2,M0star,primary_loco,TWN,cum_co2_total,0.01574619944869974
primary_total_co2,M0star,primary_loco,TWN,abs_latitude,0.0010628605001171613
primary_total_co2,M0star,primary_loco,TWN,elevation,-4.076157483095665e-07
primary_total_co2,M0star,primary_loco,TWN,continentality,4.15077778341534e-05
primary_total_co2,M0star,primary_loco,TWN,population,-0.013654681297931827
primary_total_co2,M0star,primary_loco,TWN,station_density,-0.0018422341221046002
primary_total_co2,M0star,primary_loco,TWN,climate_zone=B,0.0059373768212762105
primary_total_co2,M0star,primary_loco,TWN,climate_zone=C,-0.022850448783040336
primary_total_co2,M0star,primary_loco,TWN,climate_zone=D,-0.007134278601577971
primary_total_co2,M0star,primary_loco,TWN,climate_zone=E,-0.09399555590968123
primary_total_co2,M0star,primary_loco,TWN,hemisphere=S,-0.02616291458048809
primary_total_co2,M0star,primary_loco,TWN,spatial_block=Asia,-0.05306551785024548
primary_total_co2,M0star,primary_loco,TWN,spatial_block=Europe,-0.06087781619765646
primary_total_co2,M0star,primary_loco,TWN,spatial_block=North America,-0.08972190281387825
primary_total_co2,M0star,primary_loco,TWN,spatial_block=Oceania,-0.05666107846941517
primary_total_co2,M0star,primary_loco,TWN,spatial_block=South America,-0.06218676441881472
primary_total_co2,M0star,primary_loco,TWN,income_group=Low-income countries,0.002891903486510906
primary_total_co2,M0star,primary_loco,TWN,income_group=Lower-middle-income countries,-0.010226137177733997
primary_total_co2,M0star,primary_loco,TWN,income_group=Upper-middle-income countries,-0.015200062936851194
primary_total_co2,M0star,primary_loco,TJK,intercept,0.2237764292540159
primary_total_co2,M0star,primary_loco,TJK,cum_co2_total,0.012107881700380574
primary_total_co2,M0star,primary_loco,TJK,abs_latitude,0.0009462358002104887
primary_total_co2,M0star,primary_loco,TJK,elevation,-6.884490663095674e-08
primary_total_co2,M0star,primary_loco,TJK,continentality,2.7824086538626396e-05
primary_total_co2,M0star,primary_loco,TJK,population,-0.006934766964374835
